assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,None,None,0,20310,0,0,-2,2,0.0,0,1,0.0,0.5,0,Willy,0.0,0,0,0.0,112,False,0.0,0,,None,48,0,0,0,20310.jpg,0.0,0,0,Caballero,0.2,False,None,a,6,8,0.0,0,3020,22,10477,55,0.0,0.0,Caballero,0
3,9,255,100,100,5,47431,0,0,0,0,399.8,2,3,2.0,2.5,3,Willian,2.0,12,2,108.4,113,False,282.0,1097,,2019-12-04T22:00:11.458677Z,70,0,0,0,47431.jpg,3.7,0,0,Borges Da Silva,2.0,False,None,a,6,8,402.0,59,279070,1350,230690,4056,0.3,8.4,Willian,2
0,0,38,100,100,1,49579,0,0,-2,2,111.7,0,3,0.4,0.9,0,Pedro,0.4,6,0,32.5,114,False,60.0,304,,2019-08-24T13:30:14.550162Z,68,0,0,0,49579.jpg,2.2,0,0,Rodríguez Ledesma,1.2,False,None,a,6,8,153.0,9,122366,65,261926,297,0.1,1.3,Pedro,0
0,0,0,0,0,0,126187,0,0,-2,2,0.0,0,3,0.0,0.0,0,Ruben,0.0,0,0,0.0,115,False,0.0,0,Achilles injury - Unknown return date,2019-06-25T11:30:07.068350Z,63,0,0,0,126187.jpg,0.0,0,0,Loftus-Cheek,0.1,False,None,i,6,8,0.0,0,813,3,5056,9,0.0,0.0,Loftus-Cheek,0
3,3,85,100,100,1,209046,0,0,-5,5,153.9,0,3,0.8,1.3,1,Callum,0.8,5,0,40.4,116,False,96.0,298,,2019-11-22T14:00:21.035255Z,55,0,0,0,209046.jpg,2.4,0,0,Hudson-Odoi,0.6,False,None,a,6,8,157.0,24,278537,252,256687,1265,0.1,4.4,Hudson-Odoi,1
0,0,38,100,100,1,88894,0,0,-4,4,125.9,0,3,0.0,0.5,0,Ross,0.0,5,0,34.7,117,False,63.8,335,,2019-10-19T16:00:15.801912Z,56,0,0,0,88894.jpg,1.5,0,0,Barkley,1.3,False,None,a,6,8,157.0,9,71005,118,450604,290,0.0,1.6,Barkley,0
3,5,267,100,100,3,85955,0,0,0,0,228.1,1,3,1.4,1.9,3,Jorge Luiz,1.4,19,1,54.6,118,False,272.2,1165,,2019-11-02T20:00:14.959095Z,50,0,0,0,85955.jpg,3.0,0,0,Frello Filho,3.5,False,None,a,6,8,43.0,45,428327,1361,468427,3558,0.3,9.0,Jorginho,6
0,2,157,100,100,1,116594,0,0,0,0,233.6,0,3,3.0,3.5,2,N'Golo,3.0,12,3,57.5,119,False,249.4,764,,2019-10-18T13:00:12.209781Z,50,0,0,0,116594.jpg,3.5,0,0,Kanté,4.8,False,None,a,6,8,92.0,35,345764,3434,535744,3768,0.6,7.0,Kanté,1
0,0,0,0,0,0,199598,0,0,-1,1,0.0,0,3,0.0,0.0,0,Ethan,0.0,0,0,0.0,121,False,0.0,0,Joined RB Leipzig on loan until the end of the season on 22/7. - Expected back 01 Jul,2019-07-22T13:30:07.199042Z,44,0,0,0,199598.jpg,0.0,0,0,Ampadu,0.0,False,None,n,6,8,0.0,0,1100,9,1887,17,0.0,0.0,Ampadu,0
3,5,215,100,100,2,176413,0,0,-1,1,257.4,1,3,2.2,2.7,3,Christian,2.2,18,5,122.1,431,False,316.6,981,,2019-11-09T15:30:18.883584Z,74,0,0,0,176413.jpg,4.7,0,0,Pulisic,12.3,False,None,a,6,8,646.0,66,1367251,4204,1131780,44632,0.3,8.9,Pulisic,0
2,4,283,100,100,1,91651,0,0,-2,2,276.7,0,3,3.8,4.3,0,Mateo,3.8,21,1,68.5,432,False,314.4,1174,,2019-10-13T21:00:19.697457Z,53,0,0,0,91651.jpg,2.4,0,0,Kovacic,1.3,False,None,a,6,8,96.0,41,102661,1691,105614,2667,0.7,7.7,Kovacic,4
0,1,227,100,100,2,103192,0,0,-3,3,17.9,0,2,1.6,2.1,2,Kurt,1.6,23,0,44.6,459,False,313.8,1353,,2019-09-28T16:00:17.677906Z,47,1,0,0,103192.jpg,1.8,0,0,Zouma,2.0,False,None,a,6,8,119.0,28,112450,1436,193781,1548,0.3,6.0,Zouma,1
3,19,323,100,100,4,173879,0,0,10,-10,211.3,4,4,3.6,4.1,2,Tammy,3.6,18,11,137.6,460,False,473.0,1221,,2019-11-27T19:00:19.734537Z,80,1,0,0,173879.jpg,6.2,0,0,Abraham,37.2,False,None,a,6,8,692.0,99,4488201,14045,2250442,43121,0.4,12.4,Abraham,2
2,1,54,None,None,0,94245,0,0,-4,4,36.3,0,4,0.8,1.3,1,Michy,0.8,4,1,24.4,461,False,56.6,108,,None,66,0,0,0,94245.jpg,2.0,0,0,Batshuayi,0.5,False,None,a,6,8,156.0,22,87890,226,118968,773,0.1,3.3,Batshuayi,0
0,0,0,0,0,0,167767,0,0,-2,2,0.0,0,3,0.0,0.0,0,Robert Kenedy,0.0,0,0,0.0,462,False,0.0,0,Joined Getafe on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-02T23:30:15.527764Z,53,0,0,0,167767.jpg,0.0,0,0,Nunes do Nascimento,0.0,False,None,n,6,8,0.0,0,798,1,4386,13,0.0,0.0,Kenedy,0
2,6,259,100,100,3,184341,-1,1,5,-5,400.4,0,3,2.6,3.1,2,Mason,2.6,23,5,131.9,463,False,346.0,1414,,2019-11-05T22:00:17.579402Z,65,0,0,0,184341.jpg,4.2,0,0,Mount,26.4,False,None,a,6,8,571.0,71,3500462,9561,1892260,48250,0.4,10.8,Mount,2
1,1,109,100,100,1,225796,0,0,0,0,74.2,0,2,2.0,2.5,0,Reece,2.0,6,0,18.5,506,False,90.8,411,,2019-10-11T10:00:13.189023Z,50,0,0,0,225796.jpg,2.2,0,0,James,0.5,False,None,a,6,8,19.0,18,43966,499,15646,1948,0.4,3.6,James,0
0,6,210,0,0,3,194794,0,0,3,-3,57.3,2,2,0.0,0.0,0,Fikayo,0.6,13,1,38.5,529,False,269.2,990,Hip injury - Expected back 22 Dec,2019-12-09T14:00:19.591329Z,48,0,0,0,194794.jpg,3.5,0,0,Tomori,5.4,False,None,i,6,8,56.0,39,751356,112,405857,34669,0.1,8.1,Tomori,2
0,0,5,None,None,0,243568,0,0,0,0,12.6,0,3,0.0,0.5,0,Billy,0.0,1,0,1.5,533,False,2.8,9,,None,45,0,0,0,243568.jpg,1.0,0,0,Gilmour,0.0,False,None,a,6,8,0.0,2,2379,14,1822,26,0.0,0.4,Gilmour,0
0,0,0,None,None,0,209036,0,0,0,0,0.0,0,2,0.0,0.5,0,Addji Keaninkin Marc-Israel,0.0,0,0,0.0,545,False,0.0,0,,None,40,0,0,0,209036.jpg,0.0,0,0,Guehi,0.1,False,None,a,6,8,0.0,0,5605,81,3503,110,0.0,0.0,Guehi,0
0,3,235,0,0,4,74230,0,0,0,0,157.3,1,2,0.0,0.0,0,Patrick,1.6,18,2,53.1,123,False,248.0,1288,Hamstring injury - Unknown return date,2019-12-03T21:30:12.090030Z,55,1,0,0,74230.jpg,3.4,0,0,van Aanholt,6.4,False,None,i,7,31,126.0,51,752681,83,818998,19626,0.3,9.3,van Aanholt,0
0,2,128,100,100,3,49413,0,0,0,0,14.2,0,2,4.0,4.0,0,James,4.0,10,0,17.2,124,False,139.0,712,,2019-06-25T11:30:07.097330Z,50,0,0,0,49413.jpg,2.9,0,0,Tomkins,0.3,False,None,a,7,31,18.0,23,24651,1676,5463,497,0.8,4.6,Tomkins,2
0,0,28,0,0,0,40784,0,0,0,0,11.1,0,2,0.0,0.0,0,Mamadou,-0.2,5,0,6.0,125,False,41.6,240,Suspended until 26 Dec,2019-12-03T21:30:12.103417Z,50,0,0,0,40784.jpg,0.4,1,0,Sakho,0.1,False,None,s,7,31,6.0,2,3487,9,7118,59,0.0,0.4,Sakho,0
1,5,197,0,0,3,55494,0,0,-1,1,61.5,0,2,0.0,0.0,0,Joel,0.4,15,0,30.8,126,False,215.6,1102,Knee injury - Expected back 18 Jan,2019-11-23T18:00:20.336284Z,44,0,0,0,55494.jpg,2.9,0,0,Ward,1.5,False,None,i,7,31,30.0,38,273009,10,230887,3362,0.1,8.6,Ward,2
1,0,62,100,100,1,19188,0,0,-2,2,10.7,0,2,0.8,0.8,0,Scott,0.8,1,0,15.0,127,False,70.2,245,,2019-11-30T18:30:12.233265Z,43,0,0,0,19188.jpg,3.2,0,0,Dann,0.2,False,None,a,7,31,69.0,13,9187,56,17579,51,0.2,3.0,Dann,0
1,4,198,100,100,6,58786,0,0,3,-3,29.3,0,2,4.2,4.2,0,Martin,4.2,6,0,22.8,128,False,191.0,864,,2019-10-20T11:30:19.277461Z,43,0,0,0,58786.jpg,4.5,0,0,Kelly,30.6,False,None,a,7,31,8.0,50,1463831,37452,882742,3270,1.0,11.6,Kelly,0
0,0,47,None,None,1,54861,0,0,-3,3,72.5,0,4,0.6,0.6,0,Christian,0.6,5,0,26.2,129,False,58.2,306,,None,57,0,0,0,54861.jpg,1.1,0,0,Benteke,0.6,False,None,a,7,31,134.0,14,29549,116,70566,208,0.1,2.5,Benteke,1
0,0,3,100,100,0,59125,0,0,0,0,0.8,0,4,0.0,0.0,0,Connor,0.0,0,0,0.2,130,False,0.0,15,,2019-09-13T12:30:19.022759Z,45,0,0,0,59125.jpg,1.0,0,0,Wickham,2.4,False,None,a,7,31,2.0,2,256142,178,446240,1232,0.0,0.4,Wickham,0
0,7,275,100,100,6,40836,0,0,1,-1,0.0,2,1,5.4,5.4,0,Vicente,5.4,14,0,31.1,131,False,311.6,1260,,2019-10-20T11:30:19.312033Z,51,0,0,0,40836.jpg,4.4,0,37,Guaita,2.5,False,None,a,7,31,0.0,61,188588,6439,57678,1557,1.1,12.0,Guaita,1
0,0,42,None,None,0,20066,0,0,-2,2,0.0,0,1,0.0,0.0,0,Wayne,0.0,4,0,8.7,132,False,87.4,180,,None,43,0,0,0,20066.jpg,3.0,0,13,Hennessey,0.6,False,None,a,7,31,0.0,6,14165,131,43789,217,0.0,1.4,Hennessey,0
2,3,149,100,100,5,82403,0,0,-2,2,238.0,1,3,4.6,4.6,0,Wilfried,4.6,18,2,100.7,133,False,261.0,1375,,2019-11-09T19:30:18.645135Z,68,0,0,0,82403.jpg,3.2,0,0,Zaha,12.1,False,None,a,7,31,507.0,52,699554,12239,1097535,7470,0.7,7.6,Zaha,3
0,6,194,100,100,6,66975,0,0,-3,3,308.1,1,3,2.0,2.0,0,Luka,2.0,17,2,66.3,134,False,247.8,1335,,2019-09-29T09:30:20.636934Z,67,0,0,0,66975.jpg,3.0,0,0,Milivojevic,2.4,False,None,a,7,31,107.0,45,51336,489,400670,731,0.3,6.7,Milivojevic,7
1,0,138,100,100,3,60252,0,0,-4,4,132.6,0,3,2.4,2.4,0,Andros,2.4,12,1,37.1,135,False,167.6,778,,2019-11-01T14:00:12.832756Z,56,0,0,0,60252.jpg,2.4,0,0,Townsend,1.3,False,None,a,7,31,70.0,33,47423,525,195691,518,0.4,5.9,Townsend,0
0,0,16,75,75,1,141020,0,0,-3,3,4.0,0,3,0.0,0.0,0,Max,0.0,2,0,7.9,136,False,18.2,171,Illness - 75% chance of playing,2019-12-05T17:00:16.841974Z,52,0,0,0,141020.jpg,1.5,0,0,Meyer,0.1,False,None,d,7,31,57.0,6,3852,5,10362,42,0.0,1.2,Meyer,1
1,3,121,0,0,4,86417,0,0,0,0,95.3,1,3,0.0,0.0,0,Jeffrey,3.6,12,2,52.7,137,False,198.0,856,Muscle injury - Unknown return date,2019-12-07T20:00:14.825615Z,55,0,0,0,86417.jpg,2.9,0,0,Schlupp,0.2,False,None,i,7,31,233.0,40,19773,10,20003,890,0.7,7.3,Schlupp,2
3,2,198,100,100,7,50471,0,0,-3,3,204.0,0,3,2.6,2.6,0,James,2.6,11,0,62.0,138,False,249.6,1287,,2019-11-03T16:30:17.881657Z,52,0,0,0,50471.jpg,3.1,0,0,McArthur,0.7,False,None,a,7,31,165.0,46,28728,499,95254,375,0.5,8.8,McArthur,2
1,0,117,100,100,6,55037,0,0,-1,1,101.4,0,3,2.2,2.2,0,Cheikhou,2.2,14,0,34.7,139,False,126.4,1163,,2019-09-14T16:30:11.053549Z,49,0,0,0,55037.jpg,2.6,0,0,Kouyaté,0.2,False,None,a,7,31,122.0,36,11455,108,13792,120,0.4,7.3,Kouyaté,1
0,0,0,None,None,0,221275,0,0,-1,1,0.0,0,3,0.0,0.0,0,Luke,0.0,0,0,0.0,140,False,0.0,0,,None,44,0,0,0,221275.jpg,0.0,0,0,Dreher,0.1,False,None,a,7,31,0.0,0,5275,34,6277,53,0.0,0.0,Dreher,0
0,0,32,None,None,0,50472,0,0,-1,1,29.0,0,3,0.2,0.2,0,James,0.2,4,0,7.2,157,False,28.8,212,,None,44,0,0,0,50472.jpg,0.8,0,0,McCarthy,0.6,False,None,a,7,31,14.0,9,38299,236,48448,330,0.0,2.0,McCarthy,3
0,11,147,None,None,8,80146,0,0,1,-1,119.3,0,4,1.6,1.6,0,Jordan,1.6,13,4,69.4,468,False,192.2,1212,,None,51,0,0,0,80146.jpg,3.6,0,0,Ayew,7.0,False,None,a,7,31,385.0,54,995692,2894,766182,7934,0.3,10.6,Ayew,3
0,3,198,100,100,3,19419,0,0,0,0,25.8,0,2,1.8,1.8,0,Gary,1.8,17,0,40.7,503,False,230.2,1080,,2019-11-30T15:00:19.646379Z,45,0,0,0,19419.jpg,2.6,0,0,Cahill,1.7,False,None,a,7,31,148.0,31,99012,2058,124906,533,0.4,6.9,Cahill,1
0,0,3,None,None,0,175946,0,0,-4,4,0.1,0,3,0.0,0.0,0,Víctor,0.0,0,0,0.0,510,False,0.2,5,,None,46,0,0,0,175946.jpg,1.0,0,0,Camarasa,0.2,False,None,a,7,31,0.0,1,4225,26,45914,85,0.0,0.2,Camarasa,0
0,0,5,None,None,0,173954,0,0,0,0,0.6,0,3,0.2,0.2,0,Jairo,0.2,0,0,0.5,539,False,4.4,45,,None,45,0,0,0,173954.jpg,1.0,0,0,Riedewald,0.0,False,None,a,7,31,0.0,1,978,19,675,9,0.0,0.2,Riedewald,0
0,0,0,None,None,0,42525,0,0,0,0,0.0,0,1,0.0,0.0,0,Stephen,0.0,0,0,0.0,556,False,0.0,0,,None,40,0,0,0,42525.jpg,0.0,0,0,Henderson,0.3,False,None,a,7,31,0.0,0,18957,602,4897,183,0.0,0.0,Henderson,0
0,2,152,None,None,1,153133,0,0,-4,4,253.5,0,3,1.3,1.3,2,Alex,1.8,21,1,71.7,17,False,182.2,1029,,None,56,0,0,0,153133.jpg,2.3,0,0,Iwobi,1.2,False,None,a,8,11,281.0,34,130198,563,218419,584,0.3,6.1,Iwobi,0
3,4,276,75,75,3,101188,0,0,-3,3,624.8,1,2,0.2,0.2,1,Lucas,0.8,28,0,113.0,141,False,351.2,1437,Groin Injury - 75% chance of playing,2019-12-07T15:00:20.727558Z,57,1,0,0,101188.jpg,2.6,0,0,Digne,12.1,False,None,d,8,11,153.0,44,938891,407,1752827,14973,0.1,7.7,Digne,2
0,4,229,100,50,3,164511,0,0,-2,2,41.5,0,2,0.3,0.2,2,Yerry,0.8,25,0,55.0,142,False,281.0,1350,,2019-12-06T14:30:16.477158Z,53,1,0,0,164511.jpg,2.3,0,0,Mina,2.0,False,None,a,8,11,227.0,34,360090,342,385513,1091,0.2,6.4,Mina,1
0,3,213,None,None,3,106611,0,0,-2,2,20.4,0,2,1.7,1.7,2,Michael,2.2,25,1,41.5,143,False,263.6,1261,,None,53,0,0,0,106611.jpg,2.7,0,0,Keane,2.2,False,None,a,8,11,130.0,41,135435,1102,203258,875,0.4,7.7,Keane,0
1,2,138,100,50,2,59949,0,0,-2,2,105.3,0,2,-0.1,0.0,2,Seamus,0.4,14,0,35.3,144,False,143.2,779,,2019-11-29T15:30:19.353099Z,53,0,0,0,59949.jpg,2.1,1,0,Coleman,1.2,False,None,a,8,11,104.0,21,108111,203,255231,370,0.1,4.0,Coleman,3
1,0,22,100,100,0,12745,0,0,-1,1,2.2,0,2,0.7,0.7,5,Leighton,1.2,1,0,1.9,145,False,15.6,73,,2019-07-30T15:00:09.168977Z,49,0,0,0,12745.jpg,3.0,0,0,Baines,0.2,False,None,a,8,11,1.0,6,6686,352,9713,61,0.2,1.2,Baines,0
0,0,37,100,100,0,66838,0,0,-3,3,47.7,0,4,-0.1,-0.1,0,Cenk,0.4,4,1,24.2,146,False,42.4,220,,2019-11-14T10:00:15.071754Z,57,0,0,0,66838.jpg,2.5,0,0,Tosun,0.1,False,None,a,8,11,152.0,10,6315,37,14633,84,0.1,1.8,Tosun,0
0,5,151,None,None,2,177815,0,0,-3,3,67.7,0,4,3.1,3.1,2,Dominic,3.6,18,5,61.3,147,False,201.8,857,,None,57,0,0,0,177815.jpg,3.1,0,0,Calvert-Lewin,1.2,False,None,a,8,11,349.0,47,118170,4338,161922,1142,0.6,8.2,Calvert-Lewin,2
0,3,283,None,None,3,111234,0,0,-1,1,3.0,1,1,1.9,1.9,5,Jordan,2.4,29,0,35.4,148,False,350.4,1530,,None,54,0,0,0,111234.jpg,2.9,0,45,Pickford,7.1,False,None,a,8,11,0.0,49,385525,838,579142,2531,0.4,9.1,Pickford,0
0,0,0,None,None,0,10318,0,0,0,0,0.0,0,1,-0.5,-0.5,0,Maarten,0.0,0,0,0.0,149,False,0.0,0,,None,40,0,0,0,10318.jpg,0.0,0,0,Stekelenburg,8.2,False,None,a,8,11,0.0,0,176253,577,173086,1446,0.0,0.0,Stekelenburg,0
3,7,245,None,None,3,212319,0,0,-2,2,232.2,1,3,4.1,4.1,1,Richarlison,4.6,28,6,124.1,150,False,424.4,1457,,None,78,0,0,0,212319.jpg,4.6,0,0,de Andrade,7.5,False,None,a,8,11,584.0,79,751792,24652,873373,7042,0.6,10.1,Richarlison,4
1,0,182,75,None,2,55422,0,0,-6,6,418.3,0,3,0.7,0.9,0,Gylfi,1.4,23,1,92.6,151,False,218.2,1146,Illness - 75% chance of playing,2019-12-15T14:00:20.543752Z,74,0,0,0,55422.jpg,2.4,0,0,Sigurdsson,2.7,False,None,d,8,11,291.0,38,115053,184,776199,1768,0.2,5.1,Sigurdsson,1
1,5,108,100,100,4,100649,0,0,-1,1,118.6,2,3,1.1,1.1,3,Bernard,1.6,6,2,40.7,152,False,152.2,576,,2019-10-26T16:30:19.314673Z,64,0,0,0,100649.jpg,3.3,0,0,Anício Caldeira Duarte,0.6,False,None,a,8,11,137.0,36,182964,248,201966,169,0.2,5.6,Bernard,2
1,0,43,0,0,1,20467,0,0,-3,3,107.5,0,3,0.0,0.0,0,Theo,0.8,7,0,46.9,153,False,62.6,519,Calf injury - Expected back 11 Jan,2019-12-07T15:00:20.761324Z,62,0,0,0,20467.jpg,1.8,0,0,Walcott,0.4,False,None,i,8,11,299.0,20,14690,6,51088,373,0.1,3.2,Walcott,1
1,3,102,None,None,1,173807,0,0,-2,2,23.7,1,3,1.5,1.5,1,Tom,2.0,15,1,32.5,154,False,131.8,732,,None,53,0,0,0,173807.jpg,2.5,0,0,Davies,0.2,False,None,a,8,11,168.0,28,10579,99,12030,145,0.4,5.3,Davies,3
0,0,0,0,0,0,219352,0,0,0,0,0.0,0,3,0.0,0.0,0,Ademola,0.0,0,0,0.0,155,False,0.0,0,Joined RB Leipzig on a permanent deal on 25/7,2019-07-25T09:00:14.381716Z,50,0,0,0,219352.jpg,0.0,0,0,Lookman,0.0,False,None,u,8,11,0.0,0,157,3,539,1,0.0,0.0,Lookman,0
0,0,0,0,0,0,80801,0,0,0,0,0.0,0,3,0.0,0.0,0,Idrissa,0.0,0,0,0.0,156,False,0.0,0,Joined PSG on a permanent deal on 30/7,2019-07-30T09:00:05.841634Z,50,0,0,0,80801.jpg,0.0,0,0,Gueye,0.0,False,None,u,8,11,0.0,0,352,0,2012,6,0.0,0.0,Gueye,0
0,0,86,0,0,1,42774,0,0,-1,1,57.8,0,3,0.0,0.0,0,Morgan,0.8,14,0,17.7,158,False,92.2,737,Calf injury - Expected back 28 Dec,2019-12-13T14:30:14.092442Z,44,0,0,0,42774.jpg,1.2,1,0,Schneiderlin,0.7,False,None,i,8,11,26.0,13,35945,22,70687,1199,0.2,3.0,Schneiderlin,3
0,0,79,50,50,0,41823,0,0,-2,2,57.1,0,2,-0.2,-0.2,0,Fabian,0.0,14,0,15.4,205,False,88.6,558,Hamstring injury - 50% chance of playing,2019-11-07T14:00:19.197739Z,53,0,0,0,41823.jpg,0.9,0,0,Delph,0.2,False,None,d,8,11,8.0,6,8837,3,26204,82,0.0,1.1,Delph,2
0,0,71,0,0,2,120250,0,0,-2,2,90.4,0,3,0.0,0.0,0,André Filipe,0.0,8,0,15.8,422,False,55.0,584,Ankle injury - Unknown return date,2019-11-03T18:30:18.626117Z,53,0,0,0,120250.jpg,1.6,0,0,Tavares Gomes,0.3,False,None,i,8,11,13.0,13,12465,4,67948,107,0.0,2.5,André Gomes,3
0,0,0,None,None,0,232964,0,0,-2,2,0.0,0,2,-0.5,-0.5,0,Lewis,0.0,0,0,0.0,477,False,0.0,0,,None,43,0,0,0,232964.jpg,0.0,0,0,Gibson,0.1,False,None,a,8,11,0.0,0,3881,53,9147,66,0.0,0.0,Gibson,0
2,1,129,None,None,0,194164,0,0,-1,1,31.1,0,2,0.5,0.5,2,Mason,1.0,16,0,25.0,478,False,171.2,738,,None,44,0,0,0,194164.jpg,1.8,0,0,Holgate,0.3,False,None,a,8,11,48.0,18,17140,707,14445,131,0.2,4.1,Holgate,2
0,0,0,100,100,0,57513,0,0,-2,2,0.0,0,1,-0.5,-0.5,0,Jonas,0.0,0,0,0.0,479,False,0.0,0,,2019-09-08T18:30:16.855771Z,43,0,0,0,57513.jpg,0.0,0,0,Lössl,0.3,False,None,a,8,11,0.0,0,2025,13,25941,87,0.0,0.0,Lössl,0
1,0,35,None,None,0,242058,0,0,-6,6,47.1,0,4,0.1,0.1,1,Moise,0.6,10,0,21.4,496,False,25.8,347,,None,64,0,0,0,242058.jpg,1.4,0,0,Kean,1.5,False,None,a,8,11,146.0,17,73321,199,435003,486,0.1,2.7,Kean,0
0,0,14,0,0,1,160987,0,0,-2,2,6.3,0,3,0.0,0.0,0,Jean-Philippe,0.0,0,0,2.6,497,False,20.0,135,Thigh injury - Expected back 18 Jan,2019-08-23T21:30:13.493993Z,48,0,0,0,160987.jpg,2.0,0,0,Gbamin,0.0,False,None,i,8,11,0.0,4,2711,1,6986,12,0.0,0.8,Gbamin,0
3,4,139,75,None,1,102747,0,0,-2,2,120.9,0,2,1.4,1.9,0,Djibril,2.4,13,0,34.2,511,False,184.2,670,Illness - 75% chance of playing,2019-12-15T14:00:21.169468Z,53,0,0,0,102747.jpg,3.1,0,0,Sidibé,0.3,False,None,d,8,11,37.0,28,19288,526,23270,801,0.5,5.3,Sidibé,2
0,0,0,75,75,0,195855,0,0,0,0,0.0,0,3,-0.4,-0.4,0,Beni,0.0,0,0,0.0,557,False,0.0,0,Shin injury - 75% chance of playing,2019-11-29T16:00:27.549912Z,45,0,0,0,195855.jpg,0.0,0,0,Baningime,0.0,False,None,d,8,11,0.0,0,461,5,373,14,0.0,0.0,Baningime,0
0,0,0,None,None,0,232826,0,0,0,0,0.0,0,4,-0.5,-0.5,0,Anthony,0.0,0,0,0.0,561,False,0.0,0,,None,45,0,0,0,232826.jpg,0.0,0,0,Gordon,0.0,False,None,a,8,11,0.0,0,1494,79,882,59,0.0,0.0,Gordon,0
0,0,2,None,None,0,113688,0,0,0,0,0.3,0,4,0.0,0.0,1,Oumar,0.5,0,0,0.3,570,False,3.0,1,,None,45,0,0,0,113688.jpg,1.0,0,0,Niasse,0.0,False,None,a,8,11,0.0,1,464,116,95,42,0.1,0.2,Niasse,0
0,0,0,None,None,0,56192,0,0,0,0,0.0,0,2,0.6,0.6,0,Rhu-endly,0.0,0,0,0.0,577,False,0.0,0,,None,40,0,0,0,56192.jpg,0.0,0,0,Martina,0.0,False,None,a,8,11,0.0,0,26,26,2,2,0.0,0.0,Cuco Martina,0
1,10,361,None,None,7,111931,0,0,5,-5,270.2,2,2,4.3,5.8,2,Ricardo Domingos,4.8,11,2,89.9,159,True,485.6,1530,,None,65,0,0,0,111931.jpg,5.0,0,0,Barbosa Pereira,17.4,False,None,a,9,13,143.0,85,1193486,10091,421364,15547,0.7,13.1,Pereira,1
3,3,294,100,100,6,172850,0,0,3,-3,339.9,1,2,2.3,3.8,2,Benjamin,2.8,9,1,73.5,161,False,298.0,1249,,2019-12-04T20:00:11.580379Z,58,0,0,0,172850.jpg,4.9,0,0,Chilwell,13.0,False,None,a,9,13,97.0,68,1012532,5470,490109,14921,0.5,11.7,Chilwell,1
2,7,360,100,100,7,37642,0,0,2,-2,37.3,2,2,5.5,7.0,2,Jonny,6.0,11,1,57.2,162,False,365.4,1501,,2019-11-23T17:00:22.413179Z,52,0,0,0,37642.jpg,4.5,0,0,Evans,5.5,False,None,a,9,13,169.0,77,424906,14913,127578,5266,1.2,14.8,Evans,3
0,0,52,None,None,1,37402,0,0,-2,2,31.2,0,2,0.7,2.2,0,Christian,1.2,2,0,9.6,163,False,62.6,274,,None,43,0,0,0,37402.jpg,2.8,0,0,Fuchs,0.3,False,None,a,9,13,2.0,11,18387,138,28802,229,0.3,2.6,Fuchs,0
1,6,382,None,None,7,218031,0,0,6,-6,35.0,1,2,3.1,4.6,3,Çaglar,3.6,11,1,62.4,164,False,435.6,1530,,None,51,0,0,0,218031.jpg,4.3,0,0,Söyüncü,20.5,False,None,a,9,13,151.0,73,1655497,9919,285218,12432,0.7,14.3,Söyüncü,3
0,0,15,100,100,0,15033,0,0,-4,4,0.1,0,2,-0.3,1.2,0,Wes,0.2,0,0,2.2,165,False,22.2,56,,2019-08-28T21:30:17.515643Z,41,0,0,0,15033.jpg,1.0,0,0,Morgan,0.7,False,None,a,9,13,0.0,4,21820,416,76111,398,0.0,1.0,Morgan,0
5,22,487,None,None,7,101668,0,0,11,-11,161.7,6,4,7.7,9.2,5,Jamie,8.2,11,16,159.6,166,True,659.4,1530,,None,101,0,0,0,101668.jpg,7.8,0,0,Vardy,51.5,False,None,a,9,13,779.0,133,3456349,20764,611618,10672,0.8,13.2,Vardy,2
2,5,79,None,None,0,173515,0,0,-3,3,60.9,1,4,3.9,5.4,1,Kelechi,4.4,2,2,30.4,167,False,111.4,129,,None,57,0,0,0,173515.jpg,7.3,0,0,Iheanacho,0.5,False,None,a,9,13,131.0,22,27715,1076,25458,1590,0.8,3.9,Iheanacho,1
0,1,307,None,None,7,17745,0,0,4,-4,10.0,0,1,3.1,4.6,2,Kasper,3.6,11,0,33.7,168,False,327.2,1530,,None,54,0,0,0,17745.jpg,4.1,0,38,Schmeichel,15.2,False,None,a,9,13,0.0,70,885916,6630,299398,12916,0.7,13.0,Schmeichel,0
0,0,0,None,None,0,11974,0,0,-2,2,0.0,0,1,-0.5,1.0,0,Eldin,0.0,0,0,0.0,169,False,0.0,0,,None,43,0,0,0,11974.jpg,0.0,0,0,Jakupovic,0.1,False,None,a,9,13,0.0,0,1131,12,4696,41,0.0,0.0,Jakupovic,0
0,0,0,None,None,0,95463,0,0,-2,2,0.0,0,1,-0.5,1.0,0,Danny,0.0,0,0,0.0,170,False,0.0,0,,None,43,0,0,0,95463.jpg,0.0,0,0,Ward,0.2,False,None,a,9,13,0.0,0,1874,19,7823,67,0.0,0.0,Ward,0
